 0	86.781  8.827 -31.673 97.669 -64.056  4.786 30.002 50.327 58.740 77.798 36.093 83.103 77.711 36.645 14.290 65.446  5.854 25.844 -92.399 79.894 18.292 48.106 -70.720 35.453 94.608 71.688 49.550 68.883 65.117 34.690 -38.039 92.670 90.996 79.801 75.951 -24.741 -83.306  2.798 67.999 25.989 
 0	64.425 -10.981 25.911 73.678 -47.116 23.133 27.033 60.197 22.140 74.979 42.919 26.217  5.531 62.292 75.787 98.724 -17.779 22.474 -43.492 39.155 16.998 94.979 -33.499 25.161 81.236 17.045 15.739 51.709 90.990 20.545 -47.402 85.504 39.525 77.585  2.040 -25.772 -63.221 94.855  9.082 67.961 
 0	56.176  8.832 -34.591 54.809 -87.386  3.867 47.657 85.235 63.364  5.680 75.249 49.295 55.176  7.117 17.910  3.234  7.874 93.342 -27.001 88.426 24.259 79.212 -87.289 82.682 83.209 17.496 63.095 97.353  7.299 37.632 -15.228 82.506 29.669 16.556 79.535 10.160 -52.547 44.978 10.383 72.178 
 0	10.223  9.046 -33.587 77.159 43.288 10.302 98.984  0.521 21.751 70.971 40.816  5.330 42.067 56.599 93.795  5.790 12.240 32.863 93.353 85.365 43.403 60.209 22.688 30.577  1.571 26.436 77.210  9.462 40.538  5.602 95.016 26.531 50.106 24.442 26.606 65.979 75.733 10.484 76.855 27.794 
 0	62.285  8.824 -31.058 71.797 80.020 38.859  6.090 78.774  6.988  4.431 53.721 38.897 15.098  1.394 20.825 96.704 11.295 87.862 33.252 58.354 87.835 86.346 48.319 27.788 51.225 98.722 71.394 21.966 84.547  0.108 79.446 76.540 43.839 81.548 44.646 91.429 64.769 33.586  0.159  1.967 
 0	23.933 -11.224 26.331 30.313 -95.965  2.595 10.425 69.436 66.671 19.418 18.067 88.729 99.452 22.854 28.512 33.200 -14.302 32.709 -74.724 30.643 75.621 99.192 -24.317 75.788  3.583  8.909 92.302  8.612 47.250 20.829 -42.328 17.949  5.900 88.458 18.871 -29.045 -12.197 76.132 83.257 68.288 
 0	54.434  8.124 -31.560 27.498 73.626 28.700 31.912 77.797 90.014 50.050 33.686 61.323 86.099 42.580 97.872 53.242 12.369 45.037 37.408 56.408 38.555 12.506 80.765 93.805 46.090 85.811 63.601  7.790 92.597 67.500 51.624 54.054 89.209 40.703 13.013 99.115  2.500 38.149 33.909 42.996 
 0	87.703  9.357 -33.477 17.613 51.202 89.819 75.808 26.637 99.596 11.366 41.840 72.882 84.160 79.285 47.526 90.339 10.921 50.271 -10.345 71.123 72.125 32.762 68.690 71.578 38.140 38.681 46.663 56.310 69.126 43.188 39.402 84.083 99.112 58.331 52.923 -13.638 44.098 59.149 87.350 34.216 
 0	83.782 -11.921 26.895 67.164 26.160 60.010 65.303 46.038 67.057 52.700 57.463 68.227 84.737 35.870 26.951 82.520 -13.911 54.028 38.526 40.105 34.108 77.704 60.202 16.302 62.738 26.821 15.605  9.234 19.692 98.237 74.521 18.603 13.982 31.552 83.986 84.084 -2.067 50.525  1.244 10.403 
 0	46.090 -10.144 29.633 16.169  6.815  5.664 40.785 83.026 93.293 26.392 15.225 56.834 79.995 21.013  4.087 29.846 -19.905 51.101 14.402 18.739 11.911 58.079 46.955 65.146 46.068 78.661 43.267 34.626 54.159 99.492 61.486 98.517 70.366 73.045 84.483 86.336 76.833 79.172 24.353 22.812 
